# Motion State
# Angle Units : degrees
# Time        	centreOfRotation	centreOfMass	rotation	velocity	omega
1598.3        	(0.000000e+00 -9.910452e-04 0.000000e+00)	(0.000000e+00 -9.910452e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.089879e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1598.4        	(0.000000e+00 -9.579850e-04 0.000000e+00)	(0.000000e+00 -9.579850e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.515020e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1598.5        	(0.000000e+00 -9.207448e-04 0.000000e+00)	(0.000000e+00 -9.207448e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.925189e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1598.6        	(0.000000e+00 -8.794812e-04 0.000000e+00)	(0.000000e+00 -8.794812e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.318688e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1598.7        	(0.000000e+00 -8.343710e-04 0.000000e+00)	(0.000000e+00 -8.343710e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.693646e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1598.8        	(0.000000e+00 -7.856083e-04 0.000000e+00)	(0.000000e+00 -7.856083e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.048427e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1598.9        	(0.000000e+00 -7.334025e-04 0.000000e+00)	(0.000000e+00 -7.334025e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.381311e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1599          	(0.000000e+00 -6.779821e-04 0.000000e+00)	(0.000000e+00 -6.779821e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.690553e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1599.1        	(0.000000e+00 -6.195915e-04 0.000000e+00)	(0.000000e+00 -6.195915e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.974648e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1599.2        	(0.000000e+00 -5.584891e-04 0.000000e+00)	(0.000000e+00 -5.584891e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.232264e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1599.3        	(0.000000e+00 -4.949462e-04 0.000000e+00)	(0.000000e+00 -4.949462e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.462205e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1599.4        	(0.000000e+00 -4.292450e-04 0.000000e+00)	(0.000000e+00 -4.292450e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.663571e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1599.5        	(0.000000e+00 -3.616748e-04 0.000000e+00)	(0.000000e+00 -3.616748e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.835699e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1599.6        	(0.000000e+00 -2.925310e-04 0.000000e+00)	(0.000000e+00 -2.925310e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.977648e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1599.7        	(0.000000e+00 -2.221218e-04 0.000000e+00)	(0.000000e+00 -2.221218e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.088613e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1599.8        	(0.000000e+00 -1.507588e-04 0.000000e+00)	(0.000000e+00 -1.507588e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.168187e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1599.9        	(0.000000e+00 -7.875806e-05 0.000000e+00)	(0.000000e+00 -7.875806e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.216348e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1600          	(0.000000e+00 -6.431832e-06 0.000000e+00)	(0.000000e+00 -6.431832e-06 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.232978e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1600.1        	(0.000000e+00 6.590149e-05 0.000000e+00)	(0.000000e+00 6.590149e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.217920e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1600.2        	(0.000000e+00 1.379266e-04 0.000000e+00)	(0.000000e+00 1.379266e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.171149e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1600.3        	(0.000000e+00 2.093245e-04 0.000000e+00)	(0.000000e+00 2.093245e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.093004e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1600.4        	(0.000000e+00 2.797867e-04 0.000000e+00)	(0.000000e+00 2.797867e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.984178e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1600.5        	(0.000000e+00 3.490080e-04 0.000000e+00)	(0.000000e+00 3.490080e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.845224e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1600.6        	(0.000000e+00 4.166911e-04 0.000000e+00)	(0.000000e+00 4.166911e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.676681e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1600.7        	(0.000000e+00 4.825416e-04 0.000000e+00)	(0.000000e+00 4.825416e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.479234e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1600.8        	(0.000000e+00 5.462758e-04 0.000000e+00)	(0.000000e+00 5.462758e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.254113e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1600.9        	(0.000000e+00 6.076239e-04 0.000000e+00)	(0.000000e+00 6.076239e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.002295e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1601          	(0.000000e+00 6.663217e-04 0.000000e+00)	(0.000000e+00 6.663217e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.724639e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1601.1        	(0.000000e+00 7.221167e-04 0.000000e+00)	(0.000000e+00 7.221167e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.422726e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1601.2        	(0.000000e+00 7.747762e-04 0.000000e+00)	(0.000000e+00 7.747762e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.097914e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1601.3        	(0.000000e+00 8.240750e-04 0.000000e+00)	(0.000000e+00 8.240750e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.751098e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1601.4        	(0.000000e+00 8.697982e-04 0.000000e+00)	(0.000000e+00 8.697982e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.384075e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1601.5        	(0.000000e+00 9.117564e-04 0.000000e+00)	(0.000000e+00 9.117564e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.998732e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1601.6        	(0.000000e+00 9.497728e-04 0.000000e+00)	(0.000000e+00 9.497728e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.596179e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1601.7        	(0.000000e+00 9.836800e-04 0.000000e+00)	(0.000000e+00 9.836800e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.178080e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1601.8        	(0.000000e+00 1.013334e-03 0.000000e+00)	(0.000000e+00 1.013334e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.746637e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1601.9        	(0.000000e+00 1.038613e-03 0.000000e+00)	(0.000000e+00 1.038613e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.303457e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1602          	(0.000000e+00 1.059404e-03 0.000000e+00)	(0.000000e+00 1.059404e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.850317e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1602.1        	(0.000000e+00 1.075619e-03 0.000000e+00)	(0.000000e+00 1.075619e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.389139e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1602.2        	(0.000000e+00 1.087186e-03 0.000000e+00)	(0.000000e+00 1.087186e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.212574e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1602.3        	(0.000000e+00 1.094044e-03 0.000000e+00)	(0.000000e+00 1.094044e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.488450e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1602.4        	(0.000000e+00 1.096163e-03 0.000000e+00)	(0.000000e+00 1.096163e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.574992e-06 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1602.5        	(0.000000e+00 1.093529e-03 0.000000e+00)	(0.000000e+00 1.093529e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.004976e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1602.6        	(0.000000e+00 1.086153e-03 0.000000e+00)	(0.000000e+00 1.086153e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -9.732695e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1602.7        	(0.000000e+00 1.074064e-03 0.000000e+00)	(0.000000e+00 1.074064e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.442314e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1602.8        	(0.000000e+00 1.057307e-03 0.000000e+00)	(0.000000e+00 1.057307e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.905449e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1602.9        	(0.000000e+00 1.035955e-03 0.000000e+00)	(0.000000e+00 1.035955e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.361151e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1603          	(0.000000e+00 1.010084e-03 0.000000e+00)	(0.000000e+00 1.010084e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.807346e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1603.1        	(0.000000e+00 9.798080e-04 0.000000e+00)	(0.000000e+00 9.798080e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.241196e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1603.2        	(0.000000e+00 9.452600e-04 0.000000e+00)	(0.000000e+00 9.452600e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.661160e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1603.3        	(0.000000e+00 9.065848e-04 0.000000e+00)	(0.000000e+00 9.065848e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.065630e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1603.4        	(0.000000e+00 8.639474e-04 0.000000e+00)	(0.000000e+00 8.639474e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.452742e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1603.5        	(0.000000e+00 8.175299e-04 0.000000e+00)	(0.000000e+00 8.175299e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.820591e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1603.6        	(0.000000e+00 7.675356e-04 0.000000e+00)	(0.000000e+00 7.675356e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.167639e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1603.7        	(0.000000e+00 7.141772e-04 0.000000e+00)	(0.000000e+00 7.141772e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.492137e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1603.8        	(0.000000e+00 6.576929e-04 0.000000e+00)	(0.000000e+00 6.576929e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.792513e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1603.9        	(0.000000e+00 5.983269e-04 0.000000e+00)	(0.000000e+00 5.983269e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.067457e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1604          	(0.000000e+00 5.363437e-04 0.000000e+00)	(0.000000e+00 5.363437e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.315327e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1604.1        	(0.000000e+00 4.720204e-04 0.000000e+00)	(0.000000e+00 4.720204e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.535232e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1604.2        	(0.000000e+00 4.056391e-04 0.000000e+00)	(0.000000e+00 4.056391e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.726451e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1604.3        	(0.000000e+00 3.374914e-04 0.000000e+00)	(0.000000e+00 3.374914e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.888036e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1604.4        	(0.000000e+00 2.678784e-04 0.000000e+00)	(0.000000e+00 2.678784e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.019127e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1604.5        	(0.000000e+00 1.971088e-04 0.000000e+00)	(0.000000e+00 1.971088e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.119094e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1604.6        	(0.000000e+00 1.254965e-04 0.000000e+00)	(0.000000e+00 1.254965e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.187608e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1604.7        	(0.000000e+00 5.335666e-05 0.000000e+00)	(0.000000e+00 5.335666e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.224724e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1604.8        	(0.000000e+00 -1.899799e-05 0.000000e+00)	(0.000000e+00 -1.899799e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.230279e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1604.9        	(0.000000e+00 -9.124893e-05 0.000000e+00)	(0.000000e+00 -9.124893e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.204040e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1605          	(0.000000e+00 -1.630788e-04 0.000000e+00)	(0.000000e+00 -1.630788e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.146194e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1605.1        	(0.000000e+00 -2.341728e-04 0.000000e+00)	(0.000000e+00 -2.341728e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.057443e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1605.2        	(0.000000e+00 -3.042276e-04 0.000000e+00)	(0.000000e+00 -3.042276e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.938087e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1605.3        	(0.000000e+00 -3.729345e-04 0.000000e+00)	(0.000000e+00 -3.729345e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.788632e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1605.4        	(0.000000e+00 -4.400003e-04 0.000000e+00)	(0.000000e+00 -4.400003e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.609871e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1605.5        	(0.000000e+00 -5.051320e-04 0.000000e+00)	(0.000000e+00 -5.051320e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.402572e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1605.6        	(0.000000e+00 -5.680517e-04 0.000000e+00)	(0.000000e+00 -5.680517e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.167978e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1605.7        	(0.000000e+00 -6.284915e-04 0.000000e+00)	(0.000000e+00 -6.284915e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.907084e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1605.8        	(0.000000e+00 -6.861934e-04 0.000000e+00)	(0.000000e+00 -6.861934e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.620926e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1605.9        	(0.000000e+00 -7.409101e-04 0.000000e+00)	(0.000000e+00 -7.409101e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.310800e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1606          	(0.000000e+00 -7.924094e-04 0.000000e+00)	(0.000000e+00 -7.924094e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.978078e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1606.1        	(0.000000e+00 -8.404716e-04 0.000000e+00)	(0.000000e+00 -8.404716e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.624084e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1606.2        	(0.000000e+00 -8.848910e-04 0.000000e+00)	(0.000000e+00 -8.848910e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.250578e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1606.3        	(0.000000e+00 -9.254832e-04 0.000000e+00)	(0.000000e+00 -9.254832e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.859168e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1606.4        	(0.000000e+00 -9.620744e-04 0.000000e+00)	(0.000000e+00 -9.620744e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.451135e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1606.5        	(0.000000e+00 -9.945059e-04 0.000000e+00)	(0.000000e+00 -9.945059e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.028176e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1606.6        	(0.000000e+00 -1.022638e-03 0.000000e+00)	(0.000000e+00 -1.022638e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.592466e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1606.7        	(0.000000e+00 -1.046355e-03 0.000000e+00)	(0.000000e+00 -1.046355e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.145834e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1606.8        	(0.000000e+00 -1.065555e-03 0.000000e+00)	(0.000000e+00 -1.065555e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.689891e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1606.9        	(0.000000e+00 -1.080153e-03 0.000000e+00)	(0.000000e+00 -1.080153e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.226455e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1607          	(0.000000e+00 -1.090084e-03 0.000000e+00)	(0.000000e+00 -1.090084e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.569250e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1607.1        	(0.000000e+00 -1.095292e-03 0.000000e+00)	(0.000000e+00 -1.095292e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.835255e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1607.2        	(0.000000e+00 -1.095754e-03 0.000000e+00)	(0.000000e+00 -1.095754e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.912153e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1607.3        	(0.000000e+00 -1.091467e-03 0.000000e+00)	(0.000000e+00 -1.091467e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.655030e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1607.4        	(0.000000e+00 -1.082444e-03 0.000000e+00)	(0.000000e+00 -1.082444e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.137307e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1607.5        	(0.000000e+00 -1.068721e-03 0.000000e+00)	(0.000000e+00 -1.068721e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.604353e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1607.6        	(0.000000e+00 -1.050357e-03 0.000000e+00)	(0.000000e+00 -1.050357e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.065186e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1607.7        	(0.000000e+00 -1.027417e-03 0.000000e+00)	(0.000000e+00 -1.027417e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.518167e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1607.8        	(0.000000e+00 -9.999938e-04 0.000000e+00)	(0.000000e+00 -9.999938e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.960510e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1607.9        	(0.000000e+00 -9.682071e-04 0.000000e+00)	(0.000000e+00 -9.682071e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.389835e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1608          	(0.000000e+00 -9.321971e-04 0.000000e+00)	(0.000000e+00 -9.321971e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.804627e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1608.1        	(0.000000e+00 -8.921146e-04 0.000000e+00)	(0.000000e+00 -8.921146e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.203304e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1608.2        	(0.000000e+00 -8.481310e-04 0.000000e+00)	(0.000000e+00 -8.481310e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.583950e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
1608.3        	(0.000000e+00 -8.004356e-04 0.000000e+00)	(0.000000e+00 -8.004356e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.944745e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
